worker_id,platform,tenure_months,avg_rating,completion_rate,cancellation_rate,jobs_completed,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,income_month_7,income_month_8,income_month_9,income_month_10,income_month_11,income_month_12,jobs_month_1,jobs_month_2,jobs_month_3,jobs_month_4,jobs_month_5,jobs_month_6,jobs_month_7,jobs_month_8,jobs_month_9,jobs_month_10,jobs_month_11,jobs_month_12
W09365,Home Services,12,4.39,0.821,0.234,440,17701,15531,18164,17545,20970,18807,18054,17776,15886,16524,15496,17191,45,32,34,44,38,37,44,36,40,33,34,41
W09366,Delivery,51,4.81,0.881,0.068,2875,43996,24940,29579,44887,48812,42710,57996,44938,58478,34861,30169,58861,52,62,52,55,49,43,53,47,40,44,52,54
W09367,Home Services,24,4.44,0.743,0.084,1278,17214,15555,21109,18482,17341,17562,18805,18906,20287,17800,19300,18555,44,45,39,49,67,57,55,50,53,46,43,48
W09368,Home Services,23,4.98,0.908,0.168,1612,21319,33633,23631,26469,19646,25425,25445,20044,22993,26514,21856,26849,74,67,63,70,67,69,67,77,69,65,53,76
W09369,Home Services,17,4.51,0.796,0.154,1056,28332,31323,34464,24813,27489,36809,34283,45671,24206,24315,37012,29254,59,70,80,48,69,71,65,53,56,55,63,51
W09370,Home Services,15,4.84,0.794,0.207,869,21669,26765,20374,25269,33407,13119,30021,25422,13214,14602,21609,18222,69,53,64,83,64,56,59,70,72,58,67,62
W09371,Freelance,12,4.65,0.657,0.181,749,22965,25528,39911,29954,37983,22819,27222,33590,33613,37393,43625,25910,67,69,54,65,62,60,53,65,57,57,53,60
W09372,Delivery,43,4.73,0.793,0.35,2593,23815,32686,23535,20946,18762,36756,31594,28107,19890,31374,21819,22670,69,65,49,47,58,59,58,54,56,56,51,58
W09373,Home Services,12,4.51,0.924,0.294,676,52322,52228,55350,50126,53184,52692,62366,63221,61273,59455,65339,59358,46,60,54,40,45,45,43,52,53,54,58,53
W09374,Freelance,14,4.52,0.594,0.261,713,29896,29070,30919,26710,28089,26500,22954,27469,29859,34684,32950,30609,58,59,55,68,69,60,52,50,59,42,51,54
W09375,Ride-Hailing,39,4.65,0.708,0.156,2812,33687,31513,28881,27610,28508,27379,36039,29190,32437,27035,34005,33868,63,74,68,63,58,67,54,47,53,56,65,58
W09376,Delivery,19,4.75,0.962,0.024,1511,18244,25758,18814,22245,24266,12905,24118,26678,18648,28421,23835,20739,59,72,56,63,60,59,70,70,64,78,78,66
W09377,Freelance,12,4.68,0.808,0.123,937,15800,15658,14669,14180,13229,13130,14366,15488,16034,15919,14257,16759,77,67,72,69,75,65,61,77,94,68,78,92
W09378,Delivery,34,4.11,0.933,0.055,2419,40172,58188,44939,38701,45302,43447,46545,40857,41934,33438,46328,30721,66,62,64,53,59,58,55,80,56,70,66,79
W09379,Delivery,15,4.61,0.952,0.046,1171,15308,32116,28439,25293,16354,28286,38073,26481,27239,28427,20257,17305,89,80,89,81,97,89,69,77,67,64,68,73
W09380,Delivery,14,4.39,0.532,0.161,956,20755,30354,19617,23452,19132,25733,31149,34899,11457,20209,28413,22416,63,65,61,64,67,70,72,84,51,60,67,69
W09381,Ride-Hailing,12,4.41,0.949,0.132,301,27202,47119,27354,37796,40185,38835,27035,39877,46635,38533,47428,42646,29,23,24,24,28,28,24,25,31,31,35,30
W09382,Ride-Hailing,15,4.66,0.733,0.094,1020,54727,55106,50630,50842,45444,46554,39355,46741,44927,45303,49644,47574,63,66,75,68,69,66,62,71,73,68,58,71
W09383,Ride-Hailing,17,4.97,0.914,0.174,650,20251,17558,22210,35064,25122,22808,19086,26894,17036,15951,15998,26046,41,41,38,36,39,36,36,33,33,44,40,43
W09384,Freelance,28,4.49,0.733,0.35,2250,34197,20958,29189,28900,39677,27469,38162,30547,29296,20998,36562,27410,71,81,84,93,65,80,90,86,85,87,79,72
W09385,Ride-Hailing,12,5.0,0.829,0.133,212,10908,16049,15260,11449,19084,13887,15438,14592,17309,20800,14852,9051,18,22,16,19,19,22,21,14,19,18,18,14
W09386,Ride-Hailing,43,4.28,0.888,0.35,754,28866,28270,24703,22003,22909,24265,22181,27265,27467,32504,27265,29161,13,18,19,17,12,17,25,18,19,19,22,19
W09387,Freelance,39,4.86,0.912,0.111,3341,19849,16209,15230,22555,17633,23220,23332,26658,22094,34184,26501,23213,91,83,94,90,100,73,77,85,92,87,89,69
W09388,Home Services,39,4.66,0.82,0.185,3822,22661,21639,37379,29904,33187,42198,25671,31048,26594,22706,20853,30120,101,93,72,83,79,79,92,102,80,98,91,73
W09389,Delivery,23,4.6,0.528,0.162,1906,10824,13017,9614,10192,10480,8815,9855,13285,11565,13618,8343,12169,67,68,72,66,81,85,60,88,65,79,78,83
W09390,Delivery,33,4.9,0.9,0.275,2613,24031,25421,21499,21213,28620,23903,28982,31343,30347,32715,23148,26354,75,83,81,68,84,93,65,84,93,83,70,81
W09391,Ride-Hailing,31,4.39,0.884,0.189,966,30389,29057,34632,28377,23013,35533,21429,34382,34364,41849,30599,31301,31,34,31,41,35,31,32,35,28,23,31,32
W09392,Home Services,37,4.87,0.873,0.045,2910,21315,25263,18353,21945,21137,34369,31563,28794,23607,23036,21648,16187,77,83,86,48,66,69,78,71,72,94,72,74
W09393,Ride-Hailing,39,4.5,0.812,0.171,1449,20583,20613,20330,20812,22008,23415,21491,23849,23069,21477,18393,19296,40,26,32,39,44,39,35,40,41,42,41,43
W09394,Delivery,32,4.39,0.756,0.149,2542,13045,17464,20818,18096,19231,17634,24774,16578,13715,22863,15838,21704,69,74,71,69,69,84,71,70,85,86,71,66
W09395,Home Services,32,4.22,0.623,0.101,1671,17121,18009,18858,28175,19350,23069,15857,13990,19432,21155,12953,20852,43,37,52,53,53,46,48,51,50,54,56,44
W09396,Home Services,30,4.95,0.874,0.099,1801,24942,23448,23451,21810,20653,19551,20363,21839,23236,23567,23565,22825,55,64,58,58,55,62,48,59,57,39,55,59
W09397,Ride-Hailing,32,4.84,0.867,0.03,2191,14410,13885,16245,13269,15129,17522,18432,19223,14817,15559,20059,13766,76,67,75,103,71,80,72,91,57,71,81,72
W09398,Freelance,22,4.43,0.878,0.175,1217,32063,22398,37961,36779,42287,60933,35916,54728,51301,41594,36947,27168,61,56,55,52,52,67,55,66,55,51,50,71
W09399,Home Services,14,4.69,0.774,0.056,902,24934,17930,14757,7731,10444,12125,20763,18633,13630,16253,19324,23688,62,62,62,77,65,72,76,80,67,59,55,65
W09400,Home Services,12,4.58,0.962,0.156,449,18756,17806,21047,20622,20521,20248,21153,21834,22140,22699,23333,23648,45,47,42,42,43,37,39,44,42,35,41,52
W09401,Home Services,12,4.46,0.884,0.35,525,31033,26904,28940,28480,25640,26431,29949,25813,29644,20463,29820,26784,50,44,43,38,40,46,40,36,48,35,43,37
W09402,Home Services,12,4.79,0.888,0.188,602,6606,10079,12910,16768,18214,18577,10590,10504,16327,10664,12071,10342,51,53,62,61,41,48,52,46,52,48,53,47
W09403,Ride-Hailing,38,4.39,0.857,0.147,1332,13942,18026,23543,19685,13908,19570,19880,16590,16119,13460,18335,20681,37,28,39,33,32,24,43,28,36,38,37,37
W09404,Ride-Hailing,47,4.0,0.543,0.251,3168,20263,17591,21136,20264,23936,23281,22255,25383,19810,22026,21465,19902,81,65,68,70,73,63,49,68,76,66,64,69
W09405,Home Services,31,4.61,0.825,0.305,1846,14254,23863,18628,27237,36305,17481,31015,15231,27278,27159,30682,25620,69,70,45,66,64,55,58,47,74,50,62,48
W09406,Ride-Hailing,24,4.57,0.765,0.131,709,12114,16718,19409,17511,16228,16925,17973,23817,13533,12466,15211,9677,33,26,30,34,28,27,30,27,30,25,40,26
W09407,Ride-Hailing,12,4.4,0.927,0.258,1040,13704,13063,14863,12137,9192,7022,16299,7137,9787,8525,16347,17347,71,85,80,89,75,96,89,79,80,82,82,73
W09408,Delivery,19,4.33,0.909,0.231,1548,27428,25869,20608,24809,23814,22376,25554,24495,26041,27362,28773,31403,98,76,76,93,70,84,88,68,89,94,73,69
W09409,Home Services,14,4.16,0.701,0.229,829,28616,42939,41042,34756,41901,44299,33789,40158,38853,54153,36815,24709,59,50,63,47,50,54,60,40,61,56,61,62
W09410,Ride-Hailing,13,4.46,0.888,0.071,627,32661,22827,25829,27840,28609,19821,28555,33820,27364,28876,29843,26659,51,37,42,47,35,59,47,56,44,53,42,52
W09411,Delivery,23,4.33,0.834,0.304,1892,14131,19000,20749,18776,16769,14798,16635,18363,13683,18443,20432,22333,83,76,55,58,76,79,70,82,81,85,91,97
W09412,Delivery,31,4.79,0.821,0.188,1075,23929,17808,21775,17884,20822,18853,19137,16264,26920,21737,18813,14179,38,33,36,42,42,36,36,40,47,36,35,37
W09413,Delivery,21,4.68,0.612,0.168,1764,21157,20972,24541,20394,18274,21010,28825,11468,26213,20627,18372,31028,84,96,108,84,105,82,77,91,74,87,92,93
W09414,Freelance,60,4.43,0.85,0.125,3519,21536,23835,18459,15072,20095,21543,14507,20665,21546,22026,17146,15674,62,53,62,63,49,50,52,47,51,64,51,48
W09415,Freelance,24,4.68,0.825,0.119,2101,47497,7138,47960,20484,21072,39784,12617,46913,27373,22812,15870,33408,74,79,69,82,87,76,59,96,74,85,87,81
W09416,Ride-Hailing,12,4.52,0.808,0.039,828,29471,29060,23100,24861,19643,21437,21638,21384,22790,24048,22847,21332,73,54,51,56,74,83,80,82,56,74,77,59
W09417,Ride-Hailing,54,4.48,0.94,0.152,5104,16285,22048,13996,19312,9780,11702,15220,15716,14796,16702,20164,8182,108,99,109,83,110,92,116,133,112,93,92,88
W09418,Home Services,21,4.54,0.767,0.068,1615,21562,14357,19765,38381,26603,29742,27437,24911,18890,29893,14243,18566,67,70,74,59,68,73,73,66,63,71,64,70
W09419,Ride-Hailing,47,4.99,0.742,0.215,3988,34543,37315,20349,52477,32715,20126,41757,39015,21560,24381,23943,27049,76,77,103,77,94,104,103,101,97,91,112,75
W09420,Freelance,12,4.71,0.829,0.218,484,26637,27259,23230,21123,23317,25551,22433,21462,22947,22226,24279,27405,52,48,39,40,41,55,50,46,58,48,55,42
W09421,Delivery,12,4.48,0.946,0.083,458,23104,23759,18637,27124,32162,20434,13982,27312,29466,23384,24106,5000,30,42,34,45,48,43,44,35,35,37,34,42
W09422,Delivery,12,4.77,0.966,0.236,613,14043,16897,16080,13357,18731,13025,18064,13025,14658,15210,12190,16651,42,46,47,52,45,48,56,58,52,48,50,61
W09423,Ride-Hailing,37,4.76,0.847,0.201,2331,34797,25581,52484,31477,34544,48804,25708,39184,47548,55439,46170,50135,61,66,48,58,61,53,43,54,52,53,72,53
W09424,Delivery,42,4.61,0.751,0.109,2603,16196,17121,19155,20921,15708,17548,23178,18482,23341,23441,22256,29014,53,69,50,65,63,58,67,47,61,50,71,60
W09425,Ride-Hailing,29,4.47,0.717,0.119,1544,16126,13374,20853,14967,16059,23479,24231,22658,13655,18083,16658,21828,61,69,55,64,53,54,60,57,55,46,58,60
W09426,Home Services,25,4.45,0.907,0.089,1409,22115,17619,19467,20193,21995,21364,21786,13661,14776,17312,16915,16868,63,66,45,54,61,51,56,69,65,54,67,62
W09427,Delivery,12,4.28,0.838,0.143,814,21343,5000,18955,24820,16798,8713,11233,15001,10500,14937,18709,8280,68,70,75,76,67,75,66,84,85,79,55,72
W09428,Ride-Hailing,13,4.6,0.808,0.23,425,16977,17556,14780,11591,15545,15683,13201,13157,14330,13711,11780,13941,29,27,34,33,31,39,38,33,29,37,29,33
W09429,Home Services,14,4.4,0.858,0.251,775,17583,28411,40696,25208,26622,32882,24511,18637,19003,28191,18712,31621,34,42,64,51,56,57,64,57,58,54,55,56
W09430,Home Services,12,4.44,0.802,0.176,553,16539,15960,15760,15248,14591,13769,12329,12534,12567,17368,13330,15040,51,46,40,42,38,39,47,46,56,51,50,55
W09431,Ride-Hailing,20,4.71,0.615,0.106,1251,20345,16888,23725,25773,25377,22689,20477,22999,18819,19473,15326,26599,60,56,70,66,48,72,46,56,63,60,56,72
W09432,Delivery,29,4.97,0.983,0.201,1489,30558,32360,29749,31662,27195,31605,19103,33241,30363,26121,30384,32094,68,52,59,64,57,58,49,48,60,51,47,56
W09433,Ride-Hailing,35,4.64,0.666,0.034,3159,26345,28279,42109,33497,31605,26605,26450,25136,22512,29369,19917,24573,96,91,82,79,78,71,86,75,75,85,69,95
W09434,Ride-Hailing,30,4.52,0.737,0.042,1962,19967,20672,22050,19984,17211,16905,18200,20015,16794,16821,19849,17648,69,78,59,54,64,59,72,86,55,77,63,60
W09435,Home Services,17,4.55,0.788,0.184,1142,42233,32312,43330,36657,43368,35717,47915,43500,29468,30355,22402,44852,65,87,69,76,87,64,73,73,73,68,69,95
W09436,Ride-Hailing,15,4.83,0.994,0.103,724,38453,35540,29486,34383,28364,37017,37711,15657,29706,33314,10133,57592,50,45,61,61,53,42,44,47,53,49,49,49
W09437,Delivery,18,4.65,0.85,0.009,1205,18436,13362,15973,18315,21298,22607,16790,20044,21541,15865,18079,16991,58,81,61,57,70,82,59,63,69,60,80,51
W09438,Home Services,20,4.6,0.859,0.077,892,55749,55605,46945,52758,36967,35922,27360,43916,63661,34450,44423,40621,44,34,48,51,50,44,51,48,43,50,33,40
W09439,Ride-Hailing,12,4.62,0.915,0.142,412,24116,23117,23879,22592,23171,25180,20788,21655,18906,21776,20378,21421,32,35,35,28,37,46,41,37,36,32,42,33
W09440,Delivery,16,4.19,0.885,0.052,1236,27491,30556,27774,36170,37355,26586,30248,41208,31283,34879,15064,31826,81,60,61,72,94,68,84,67,82,63,84,84
W09441,Ride-Hailing,14,4.65,0.845,0.045,731,12196,12552,11027,13993,6640,8914,5000,9565,11374,10515,14450,7080,59,61,51,50,59,50,50,55,48,50,61,64
W09442,Freelance,50,4.33,0.951,0.214,2793,33408,21249,15191,14587,22999,22373,19943,21051,20893,18062,25379,20074,56,52,56,59,62,60,48,52,56,51,52,54
W09443,Home Services,36,4.65,0.923,0.068,1424,16017,19839,11820,15674,14009,15227,13066,16314,22058,10023,21299,10096,35,38,35,44,31,47,50,34,38,39,41,40
W09444,Delivery,29,4.37,0.938,0.087,1179,26202,26640,22157,23712,25823,24455,21670,25113,26887,27481,26401,37721,39,40,38,35,35,35,40,32,39,39,46,40
W09445,Home Services,12,4.7,0.905,0.05,983,15114,18888,16152,14365,13840,15527,14181,14507,18091,16357,20676,18114,90,91,57,97,105,90,93,91,79,73,64,86
W09446,Delivery,32,4.51,0.5,0.289,2141,20039,16868,17285,21080,16648,13481,19407,24042,15527,20391,10508,17807,89,65,85,70,79,77,74,81,78,77,68,65
W09447,Ride-Hailing,13,4.26,0.796,0.302,416,20890,14871,16830,17484,22184,24260,20908,17820,30834,19664,15990,26815,34,31,46,38,41,37,33,39,40,38,37,31
W09448,Ride-Hailing,33,4.48,0.573,0.092,1405,14491,12912,14405,11409,11387,13244,11357,14569,10906,14380,12766,14955,44,39,54,44,42,47,42,30,38,41,40,40
W09449,Delivery,18,5.0,0.843,0.325,1019,21355,28566,26455,24118,25705,21080,27892,21709,23270,19241,20712,25388,52,58,59,56,74,50,70,63,62,51,61,59
W09450,Delivery,40,3.98,0.615,0.04,1683,15919,11814,11047,16020,16188,12594,15275,21676,20237,12633,16990,12830,43,50,47,41,47,47,45,55,54,48,57,39
W09451,Freelance,12,4.59,0.816,0.026,496,20005,14480,28098,27944,16464,24254,11382,17658,24676,20404,27931,30720,38,52,45,34,43,47,38,37,37,38,35,42
W09452,Delivery,32,4.3,0.72,0.219,1254,23443,9810,12574,8782,15901,26626,31007,13290,19431,23870,40485,25188,39,47,37,37,38,42,40,36,47,45,49,41
W09453,Home Services,42,4.89,0.938,0.286,2356,44156,36722,22749,40236,33386,21951,28884,36240,27644,14834,36222,18625,55,58,43,62,57,55,47,53,39,42,57,41
W09454,Home Services,18,4.75,0.842,0.093,503,16440,20574,17979,27474,25530,16836,18569,28366,21416,15974,16499,18053,23,27,29,28,25,32,27,29,36,31,34,32
W09455,Ride-Hailing,18,4.6,0.721,0.096,827,11371,11659,13081,12180,16844,11932,14766,13905,12737,13443,11913,13557,40,45,44,43,45,47,31,40,36,38,44,38
W09456,Delivery,21,4.78,0.94,0.052,1558,10974,8006,9897,16301,11935,13269,15673,7705,11386,6014,8813,11398,71,61,77,89,60,92,82,81,83,91,72,69
W09457,Delivery,29,4.61,0.843,0.183,1052,43190,36710,26602,44858,35010,33937,32563,37208,40226,40006,47125,49414,32,49,37,33,32,25,36,27,40,28,32,38
W09458,Delivery,15,4.55,0.785,0.312,843,25129,22382,21413,23343,19851,22987,20615,23340,23907,27430,25163,23444,58,47,43,52,56,57,42,59,46,45,49,63
W09459,Ride-Hailing,13,4.4,0.6,0.127,814,34493,57472,43515,58583,59691,45932,38883,35554,52943,50464,57364,50574,60,60,63,53,56,64,62,55,65,65,58,60
W09460,Freelance,55,4.46,0.79,0.275,4100,22882,24939,22924,19323,19862,24466,24878,16131,23432,21378,23624,30512,70,70,64,71,69,64,63,51,76,77,71,83
W09461,Freelance,17,4.43,0.73,0.118,483,20088,19000,20077,16211,18004,13544,20336,14991,17542,18716,20991,18929,35,36,38,36,30,30,31,22,29,27,32,28
W09462,Delivery,20,4.55,0.911,0.35,965,29844,25718,44335,12210,19851,57210,19291,69374,34302,47977,36163,61410,47,50,40,52,38,42,46,37,39,49,33,46
W09463,Delivery,16,4.08,0.864,0.035,783,17582,18213,19039,18788,17819,15817,14133,15256,15408,17044,16596,15379,43,54,61,65,62,58,58,61,56,49,57,55
W09464,Delivery,30,4.81,0.98,0.34,1969,21973,22770,20582,21103,21012,18955,18463,18728,18063,18247,19865,22261,70,69,90,63,79,75,77,72,70,72,90,78
W09465,Freelance,14,5.0,0.729,0.153,960,58050,32695,46223,57046,45094,57940,40026,48195,44236,34489,58221,47885,63,70,75,77,79,71,54,67,73,58,77,43
W09466,Delivery,19,4.44,0.923,0.15,1722,17281,32692,27864,18766,20830,10811,22580,29558,25384,27484,36506,23627,91,99,85,73,94,74,83,84,74,94,81,73
W09467,Delivery,38,4.84,0.555,0.062,1511,21926,23122,25107,24463,24215,26711,24371,24698,26031,23384,19851,22954,47,49,41,42,43,36,44,46,51,49,45,51
W09468,Ride-Hailing,35,4.52,0.853,0.16,1618,17602,27673,22840,25979,26827,27828,25330,28013,21516,27184,26273,33212,43,49,46,33,44,44,48,42,45,42,35,50
W09469,Ride-Hailing,17,4.4,0.837,0.282,662,33855,21772,27576,21639,34124,27226,29321,47370,26666,22410,36638,26029,42,46,44,52,49,45,37,41,41,44,31,48
W09470,Delivery,21,4.45,0.904,0.172,958,68078,38866,23165,59317,57220,38942,41134,47074,42750,29694,37343,39888,50,40,40,45,30,37,53,41,44,43,43,40
W09471,Home Services,12,4.57,0.844,0.225,478,16150,15525,13297,18364,21423,14517,15741,24763,14222,14613,20549,17726,37,32,33,34,26,36,36,45,41,34,34,41
W09472,Delivery,21,4.37,0.53,0.204,1553,13117,15020,23445,24519,32540,30473,25272,24333,22863,24603,29661,27683,74,56,71,58,71,56,52,55,56,70,75,65
W09473,Delivery,60,4.7,0.7,0.35,1505,36906,14419,36790,37111,18977,23199,30804,22013,38084,19152,24155,22702,20,17,23,29,28,24,19,22,26,32,21,19
W09474,Delivery,33,4.42,0.804,0.141,2634,31302,27344,29579,30922,34138,30894,33862,33834,37141,32829,35116,29673,84,64,78,63,71,74,86,93,72,86,82,64
W09475,Delivery,12,4.28,0.941,0.22,643,13216,15815,26818,29386,16948,20080,15788,11661,8117,19338,30359,27869,44,50,49,39,49,57,65,59,50,57,56,52
W09476,Freelance,12,4.55,0.974,0.335,817,15805,11724,10564,11065,7486,8568,13316,11714,18673,11908,8737,20978,72,50,58,56,49,59,75,60,68,63,56,71
W09477,Ride-Hailing,12,4.38,0.786,0.078,344,29362,30069,31629,30230,28787,28088,31309,25735,25518,27507,30220,28331,26,33,30,25,31,29,28,28,37,32,32,33
W09478,Home Services,12,4.47,0.898,0.227,480,21709,19380,17412,16246,18491,20243,16761,20151,20065,20008,18955,23337,51,36,41,38,37,40,48,37,49,47,47,39
W09479,Delivery,19,4.54,0.836,0.35,867,16170,17524,22637,20263,17772,25605,26332,11259,18304,23369,27967,27802,42,42,45,53,43,51,46,52,32,44,39,43
W09480,Home Services,40,4.22,0.869,0.008,2050,20339,9661,13844,26347,31661,8423,29818,19888,17931,19839,20065,40699,41,43,50,42,42,50,47,46,41,39,38,43
W09481,Freelance,20,4.91,0.774,0.189,939,23388,25491,26136,23785,20191,14923,24515,23083,22072,20695,24181,23066,54,38,53,53,38,44,39,47,49,48,51,55
W09482,Delivery,14,4.75,0.927,0.142,692,11980,10826,12814,12061,11887,11251,11608,12792,13946,12702,12278,13300,51,54,59,54,47,56,61,60,54,56,52,45
W09483,Freelance,17,4.39,0.579,0.163,815,30393,48217,50532,29652,24270,40405,23518,35161,28289,43155,40232,21288,35,42,40,45,45,45,39,35,44,50,49,53
W09484,Ride-Hailing,28,4.55,0.9,0.232,1958,14494,12215,12732,19016,16107,13820,14667,16175,12524,17927,14409,14867,69,52,61,55,70,66,76,70,60,87,53,66
W09485,Home Services,23,4.71,0.866,0.306,1642,25765,27383,21876,26343,29335,21816,32096,21611,25302,26423,25210,23636,57,64,94,82,69,75,68,64,73,62,59,65
W09486,Delivery,12,4.6,0.923,0.064,1079,34781,33586,22896,31067,32897,29687,29220,33565,27567,26570,30255,30050,97,97,85,80,66,83,75,70,82,93,100,101
W09487,Ride-Hailing,34,5.0,0.862,0.096,1957,11625,5000,13666,5524,8528,7955,10674,8375,12449,7901,10947,9620,62,56,52,46,60,49,55,50,61,59,65,59
W09488,Ride-Hailing,12,4.49,0.888,0.208,647,24544,14524,18642,19572,17381,20182,23409,20000,17053,15898,24754,20892,53,51,55,43,53,51,48,60,51,58,43,43
W09489,Freelance,22,4.85,0.842,0.118,1124,12912,19694,11277,30275,25669,19441,31502,24406,20815,8707,9052,6569,59,47,54,55,53,62,66,59,79,58,57,73
W09490,Freelance,16,4.22,0.913,0.16,1099,19575,21023,18989,25297,20232,18610,23109,14684,14879,14596,16442,19786,61,63,62,55,71,63,68,70,55,62,48,63
W09491,Delivery,18,4.25,0.775,0.168,895,22961,43450,28806,61390,30372,28623,29112,23698,34283,24112,35203,12750,45,45,39,38,33,46,45,42,41,51,48,46
W09492,Freelance,12,4.97,0.798,0.041,960,19732,27636,31392,22045,14284,17401,21979,15901,14678,19603,24149,24373,67,70,64,75,54,73,84,91,82,68,81,69
W09493,Freelance,22,4.44,0.824,0.202,1460,6350,11411,8070,9903,14144,20554,6502,18204,13250,15921,10708,19154,62,67,83,66,68,84,73,60,67,66,70,64
W09494,Ride-Hailing,12,4.26,0.771,0.052,318,21159,24939,26831,32325,36649,26034,43225,26864,23916,13643,36352,19994,23,25,27,25,28,28,19,24,29,22,24,23
W09495,Delivery,15,4.54,0.643,0.092,1451,19746,18228,23109,16203,20970,18803,20738,21199,22686,19464,22512,18361,113,100,93,99,93,85,89,72,82,91,97,90
W09496,Delivery,18,4.87,0.919,0.211,1154,15631,14440,15385,16956,17576,18249,16959,19063,16075,16683,15979,17006,56,71,59,62,63,53,60,63,48,50,61,64
W09497,Delivery,12,4.36,0.991,0.225,447,13845,10011,14161,20875,20814,19635,12226,22801,14422,15043,15056,12772,32,44,30,39,38,35,43,36,31,37,40,44
W09498,Delivery,44,4.54,0.814,0.085,1619,14467,13824,13354,16133,14491,15784,17211,14288,17128,14493,13821,12575,43,47,40,36,35,36,38,36,35,41,41,40
W09499,Freelance,15,4.09,0.596,0.256,833,34092,32581,36673,28779,29443,26078,25959,26151,34172,33401,35139,34565,77,68,64,53,69,49,69,55,54,59,47,51
W09500,Delivery,17,4.43,0.867,0.177,654,23968,34732,27726,17366,20948,28275,27732,31315,29591,35942,23629,34337,31,49,39,32,32,44,39,38,35,43,46,45
W09501,Home Services,21,4.8,0.971,0.134,947,26136,22148,24682,21532,24122,19956,20040,20578,17906,21592,24918,22733,44,37,40,35,35,32,44,43,42,40,32,34
W09502,Ride-Hailing,12,4.35,0.7,0.113,581,26989,28918,35364,15046,24593,24911,29644,30544,39257,42659,41668,30144,54,55,52,48,51,51,59,43,51,47,43,33
W09503,Ride-Hailing,12,4.23,0.727,0.19,720,29379,36418,29060,34374,38058,34479,28172,29451,29765,27976,29534,29301,70,60,67,67,59,69,60,69,60,56,65,55
W09504,Delivery,18,4.36,0.951,0.042,933,26072,24100,21540,22803,24727,20823,16797,15559,22966,19217,21056,29406,53,45,45,55,42,44,42,49,55,49,55,41
W09505,Ride-Hailing,12,4.4,0.713,0.048,553,19202,19018,17566,15461,18458,19736,19102,16618,18586,17743,19918,14400,35,41,39,36,43,36,40,37,43,40,38,36
W09506,Ride-Hailing,25,4.74,0.639,0.109,2174,44097,38645,40243,39314,45457,44344,45854,34966,41543,38633,39219,33224,80,79,80,68,92,89,94,92,91,106,69,95
W09507,Ride-Hailing,26,4.64,0.667,0.08,1690,26035,23586,30676,29096,16435,23282,11426,19901,22695,23825,17621,23430,68,71,71,48,64,72,54,67,72,69,49,77
W09508,Delivery,25,4.69,0.912,0.205,796,28569,26567,16619,23722,26207,22877,27493,26938,22310,23804,23479,25430,40,32,42,34,37,49,37,51,37,43,42,38
W09509,Home Services,32,4.56,0.741,0.069,1789,22584,21911,25648,39014,23237,25162,21804,20929,23366,20360,19999,22453,68,71,66,54,52,52,56,58,60,55,71,44
W09510,Delivery,18,4.4,0.737,0.059,1077,29319,23195,19332,21977,22318,23697,20198,28901,20969,30432,18272,18164,54,58,54,70,63,60,58,53,63,55,62,53
W09511,Ride-Hailing,44,4.36,0.889,0.219,2771,27498,15279,23006,26873,38688,30796,21668,36546,40455,27638,19371,29122,66,45,52,48,53,52,52,45,41,54,57,43
W09512,Ride-Hailing,24,4.66,0.686,0.09,1344,11183,8939,15624,15675,19850,9866,16361,9088,13627,8170,14391,14236,59,49,52,43,52,58,58,45,60,53,80,57
W09513,Delivery,42,4.95,0.796,0.162,2367,16381,20400,16306,15040,16334,16310,17516,17691,18683,16460,17491,16878,49,46,47,64,56,63,50,53,43,58,44,61
W09514,Home Services,31,4.31,0.749,0.029,2048,23651,24650,23170,34142,24283,16328,20159,24246,15839,17052,18764,23168,81,66,45,63,59,66,55,55,60,65,67,69
W09515,Delivery,18,4.3,0.528,0.35,979,17711,18556,18660,18441,18764,19649,19310,16785,15240,16817,15009,17447,55,55,46,51,53,53,64,49,46,59,48,62
W09516,Freelance,24,4.27,0.816,0.035,1332,19454,22214,17185,20527,19789,23624,17169,30715,20097,18479,21423,14250,62,73,64,68,66,60,75,61,70,48,52,63
W09517,Freelance,28,4.76,0.887,0.125,1797,14524,10960,10098,15386,12346,15680,11908,12385,9663,13888,9422,16844,53,59,59,57,63,74,60,67,69,55,55,55
W09518,Delivery,12,4.54,0.5,0.35,768,22431,24234,20507,26677,43547,9957,30150,24633,13759,22558,12553,32283,44,54,43,49,52,53,51,48,53,55,63,55
W09519,Delivery,12,4.69,0.745,0.215,683,21306,32005,26538,34805,13873,25886,25839,30544,23816,26642,22482,23588,57,60,68,65,69,74,65,83,90,78,63,75
W09520,Delivery,49,4.42,0.76,0.213,3827,34382,33092,20535,15109,21431,19947,24571,17859,33527,33898,26530,18886,88,67,82,85,85,76,61,77,77,85,92,88
W09521,Freelance,28,4.7,0.971,0.101,1392,22450,22411,19750,27147,11351,25946,37754,32069,21684,26413,14894,19618,41,45,50,52,56,53,52,50,51,58,54,52
W09522,Ride-Hailing,37,4.48,0.655,0.075,1644,28789,28627,9910,28483,22388,22837,26983,28785,33612,28548,30831,38083,46,52,49,49,43,39,31,41,42,48,47,53
W09523,Delivery,18,4.16,0.947,0.094,598,27508,22322,15953,23564,25228,20889,20162,29704,22075,24444,20933,21974,37,30,36,28,27,32,30,28,38,30,36,34
